Year,Year ending,Age Group,Sex,Harm Caused Flag,Victim Reports
2019,June,55-59,Males,High Harm,696
2019,June,55-59,Males,Low Harm,5584
2019,June,55-59,Males,Medium Harm,1401
2019,June,55-59,People,High Harm,1215
2019,June,55-59,People,Low Harm,9252
2019,June,55-59,People,Medium Harm,2420
2019,June,60-64,Females,High Harm,330
2019,June,60-64,Females,Low Harm,2759
2019,June,60-64,Females,Medium Harm,689
2019,June,60-64,Males,High Harm,422
2019,June,60-64,Males,Low Harm,4231
2019,June,60-64,Males,Medium Harm,970
2019,June,60-64,People,High Harm,752
2019,June,60-64,People,Low Harm,6992
2019,June,60-64,People,Medium Harm,1659
2019,June,65-69,Females,High Harm,199
2019,June,65-69,Females,Low Harm,1920
2019,June,65-69,Females,Medium Harm,444
2019,June,65-69,Males,High Harm,266
2019,June,65-69,Males,Low Harm,2996
2019,June,65-69,Males,Medium Harm,681
2019,June,65-69,People,High Harm,465
2019,June,65-69,People,Low Harm,4923
2019,June,65-69,People,Medium Harm,1126
2019,June,70-74,Females,High Harm,144
2019,June,70-74,Females,Low Harm,1323
2019,June,70-74,Females,Medium Harm,323
2019,June,70-74,Males,High Harm,136
2019,June,70-74,Males,Low Harm,2153
2019,June,70-74,Males,Medium Harm,430
2019,June,70-74,People,High Harm,280
2019,June,70-74,People,Low Harm,3486
2019,June,70-74,People,Medium Harm,754
2019,June,75+,Females,High Harm,264
2019,June,75+,Females,Low Harm,1748
2019,June,75+,Females,Medium Harm,365
2019,June,75+,Males,High Harm,187
2019,June,75+,Males,Low Harm,2097
2019,June,75+,Males,Medium Harm,433
2019,June,75+,People,High Harm,451
2019,June,75+,People,Low Harm,3851
2019,June,75+,People,Medium Harm,799
2019,June,Total,Females,High Harm,17368
2019,June,Total,Females,Low Harm,55319
2019,June,Total,Females,Medium Harm,24007
2019,June,Total,Males,High Harm,15653
2019,June,Total,Males,Low Harm,77906
2019,June,Total,Males,Medium Harm,24242
2019,June,Total,People,High Harm,33227
2019,June,Total,People,Low Harm,135879
2019,June,Total,People,Medium Harm,48857
2018,June,0-4,Females,High Harm,216
2018,June,0-4,Females,Low Harm,23
2018,June,0-4,Females,Medium Harm,169
2018,June,0-4,Males,High Harm,188
2018,June,0-4,Males,Low Harm,29
2018,June,0-4,Males,Medium Harm,194
2018,June,0-4,People,High Harm,404
2018,June,0-4,People,Low Harm,52
2018,June,0-4,People,Medium Harm,363
2018,June,5-9,Females,High Harm,388
2018,June,5-9,Females,Low Harm,14
2018,June,5-9,Females,Medium Harm,317
2018,June,5-9,Males,High Harm,357
2018,June,5-9,Males,Low Harm,34
2018,June,5-9,Males,Medium Harm,440
2018,June,5-9,People,High Harm,745
2018,June,5-9,People,Low Harm,48
2018,June,5-9,People,Medium Harm,757
2018,June,10-14,Females,High Harm,1301
2018,June,10-14,Females,Low Harm,180
2018,June,10-14,Females,Medium Harm,917
2018,June,10-14,Males,High Harm,682
2018,June,10-14,Males,Low Harm,451
2018,June,10-14,Males,Medium Harm,894
2018,June,10-14,People,High Harm,1983
2018,June,10-14,People,Low Harm,631
2018,June,10-14,People,Medium Harm,1811
2018,June,15-17,Females,High Harm,1649
2018,June,15-17,Females,Low Harm,519
2018,June,15-17,Females,Medium Harm,982
2018,June,15-17,Males,High Harm,1055
2018,June,15-17,Males,Low Harm,891
2018,June,15-17,Males,Medium Harm,963
2018,June,15-17,People,High Harm,2704
2018,June,15-17,People,Low Harm,1410
2018,June,15-17,People,Medium Harm,1945
2018,June,18-19,Females,High Harm,839
2018,June,18-19,Females,Low Harm,1443
2018,June,18-19,Females,Medium Harm,839
2018,June,18-19,Males,High Harm,747
2018,June,18-19,Males,Low Harm,1673
2018,June,18-19,Males,Medium Harm,764
2018,June,18-19,People,High Harm,1586
2018,June,18-19,People,Low Harm,3116
2018,June,18-19,People,Medium Harm,1603
2018,June,20-24,Females,High Harm,2169
2018,June,20-24,Females,Low Harm,6263
2018,June,20-24,Females,Medium Harm,2791
2018,June,20-24,Males,High Harm,2013
2018,June,20-24,Males,Low Harm,7579
2018,June,20-24,Males,Medium Harm,2803
2018,June,20-24,People,High Harm,4182
2018,June,20-24,People,Low Harm,13844
2018,June,20-24,People,Medium Harm,5595
2018,June,25-29,Females,High Harm,2225
2018,June,25-29,Females,Low Harm,7449
2018,June,25-29,Females,Medium Harm,3033
2018,June,25-29,Males,High Harm,2168
2018,June,25-29,Males,Low Harm,9868
2018,June,25-29,Males,Medium Harm,2948
2018,June,25-29,People,High Harm,4393
2018,June,25-29,People,Low Harm,17319
2018,June,25-29,People,Medium Harm,5981
2018,June,30-34,Females,High Harm,1812
2018,June,30-34,Females,Low Harm,6977
2018,June,30-34,Females,Medium Harm,2845
2018,June,30-34,Males,High Harm,1824
2018,June,30-34,Males,Low Harm,10184
2018,June,30-34,Males,Medium Harm,2635
2018,June,30-34,People,High Harm,3637
2018,June,30-34,People,Low Harm,17162
2018,June,30-34,People,Medium Harm,5480
2018,June,35-39,Females,High Harm,1588
2018,June,35-39,Females,Low Harm,6186
2018,June,35-39,Females,Medium Harm,2502
2018,June,35-39,Males,High Harm,1476
2018,June,35-39,Males,Low Harm,8538
2018,June,35-39,Males,Medium Harm,2217
2018,June,35-39,People,High Harm,3064
2018,June,35-39,People,Low Harm,14724
2018,June,35-39,People,Medium Harm,4719
2018,June,40-44,Females,High Harm,1312
2018,June,40-44,Females,Low Harm,5544
2018,June,40-44,Females,Medium Harm,2101
2018,June,40-44,Males,High Harm,1261
2018,June,40-44,Males,Low Harm,7642
2018,June,40-44,Males,Medium Harm,1897
2018,June,40-44,People,High Harm,2573
2018,June,40-44,People,Low Harm,13189
2018,June,40-44,People,Medium Harm,3998
2018,June,45-49,Females,High Harm,1151
2018,June,45-49,Females,Low Harm,5540
2018,June,45-49,Females,Medium Harm,1923
2018,June,45-49,Males,High Harm,1317
2018,June,45-49,Males,Low Harm,7588
2018,June,45-49,Males,Medium Harm,1905
2018,June,45-49,People,High Harm,2469
2018,June,45-49,People,Low Harm,13148
2018,June,45-49,People,Medium Harm,3831
2018,June,50-54,Females,High Harm,758
2018,June,50-54,Females,Low Harm,4343
2018,June,50-54,Females,Medium Harm,1369
2018,June,50-54,Males,High Harm,1010
2018,June,50-54,Males,Low Harm,6288
2018,June,50-54,Males,Medium Harm,1625
2018,June,50-54,People,High Harm,1775
2018,June,50-54,People,Low Harm,10672
2018,June,50-54,People,Medium Harm,3005
2018,June,55-59,Females,High Harm,512
2018,June,55-59,Females,Low Harm,3730
2018,June,55-59,Females,Medium Harm,954
2018,June,55-59,Males,High Harm,716
2018,June,55-59,Males,Low Harm,5614
2018,June,55-59,Males,Medium Harm,1342
2018,June,55-59,People,High Harm,1233
2018,June,55-59,People,Low Harm,9395
2018,June,55-59,People,Medium Harm,2309
2018,June,60-64,Females,High Harm,305
2018,June,60-64,Females,Low Harm,2653
2018,June,60-64,Females,Medium Harm,592
2018,June,60-64,Males,High Harm,483
2018,June,60-64,Males,Low Harm,4300
2018,June,60-64,Males,Medium Harm,951
2018,June,60-64,People,High Harm,793
2018,June,60-64,People,Low Harm,6978
2018,June,60-64,People,Medium Harm,1551
2018,June,65-69,Females,High Harm,210
2018,June,65-69,Females,Low Harm,1939
2018,June,65-69,Females,Medium Harm,384
2018,June,65-69,Males,High Harm,287
2018,June,65-69,Males,Low Harm,3253
2018,June,65-69,Males,Medium Harm,602
2018,June,65-69,People,High Harm,500
2018,June,65-69,People,Low Harm,5213
2018,June,65-69,People,Medium Harm,990
2018,June,70-74,Females,High Harm,124
2018,June,70-74,Females,Low Harm,1307
2018,June,70-74,Females,Medium Harm,254
2018,June,70-74,Males,High Harm,159
2018,June,70-74,Males,Low Harm,2125
2018,June,70-74,Males,Medium Harm,405
2018,June,70-74,People,High Harm,284
2018,June,70-74,People,Low Harm,3447
2018,June,70-74,People,Medium Harm,664
2018,June,75+,Females,High Harm,257
2018,June,75+,Females,Low Harm,1642
2018,June,75+,Females,Medium Harm,334
2018,June,75+,Males,High Harm,224
2018,June,75+,Males,Low Harm,1967
2018,June,75+,Males,Medium Harm,407
2018,June,75+,People,High Harm,481
2018,June,75+,People,Low Harm,3640
2018,June,75+,People,Medium Harm,743
2018,June,Total,Females,High Harm,17075
2018,June,Total,Females,Low Harm,56846
2018,June,Total,Females,Medium Harm,22669
2018,June,Total,Males,High Harm,16176
2018,June,Total,Males,Low Harm,79295
2018,June,Total,Males,Medium Harm,23330
2018,June,Total,People,High Harm,33441
2018,June,Total,People,Low Harm,139063
2018,June,Total,People,Medium Harm,46597
2017,June,0-4,Females,High Harm,248
2017,June,0-4,Females,Low Harm,45
2017,June,0-4,Females,Medium Harm,191
2017,June,0-4,Males,High Harm,185
2017,June,0-4,Males,Low Harm,49
2017,June,0-4,Males,Medium Harm,237
2017,June,0-4,People,High Harm,433
2017,June,0-4,People,Low Harm,94
2017,June,0-4,People,Medium Harm,429
2017,June,5-9,Females,High Harm,455
2017,June,5-9,Females,Low Harm,26
2017,June,5-9,Females,Medium Harm,343
2017,June,5-9,Males,High Harm,389
2017,June,5-9,Males,Low Harm,37
2017,June,5-9,Males,Medium Harm,506
2017,June,5-9,People,High Harm,844
2017,June,5-9,People,Low Harm,63
2017,June,5-9,People,Medium Harm,850
2017,June,10-14,Females,High Harm,1344
2017,June,10-14,Females,Low Harm,181
2017,June,10-14,Females,Medium Harm,941
2017,June,10-14,Males,High Harm,760
2017,June,10-14,Males,Low Harm,450
2017,June,10-14,Males,Medium Harm,912
2017,June,10-14,People,High Harm,2105
2017,June,10-14,People,Low Harm,631
2017,June,10-14,People,Medium Harm,1854
2017,June,15-17,Females,High Harm,1566
2017,June,15-17,Females,Low Harm,568
2017,June,15-17,Females,Medium Harm,953
2017,June,15-17,Males,High Harm,834
2017,June,15-17,Males,Low Harm,829
2017,June,15-17,Males,Medium Harm,746
2017,June,15-17,People,High Harm,2400
2017,June,15-17,People,Low Harm,1398
2017,June,15-17,People,Medium Harm,1699
2017,June,18-19,Females,High Harm,758
2017,June,18-19,Females,Low Harm,1529
2017,June,18-19,Females,Medium Harm,857
2017,June,18-19,Males,High Harm,650
2017,June,18-19,Males,Low Harm,1872
2017,June,18-19,Males,Medium Harm,861
2017,June,18-19,People,High Harm,1408
2017,June,18-19,People,Low Harm,3403
2017,June,18-19,People,Medium Harm,1718
2017,June,20-24,Females,High Harm,2164
2017,June,20-24,Females,Low Harm,7092
2017,June,20-24,Females,Medium Harm,2914
2017,June,20-24,Males,High Harm,2092
2017,June,20-24,Males,Low Harm,8392
2017,June,20-24,Males,Medium Harm,2889
2017,June,20-24,People,High Harm,4256
2017,June,20-24,People,Low Harm,15484
2017,June,20-24,People,Medium Harm,5803
2017,June,25-29,Females,High Harm,2139
2017,June,25-29,Females,Low Harm,8078
2017,June,25-29,Females,Medium Harm,3047
2017,June,25-29,Males,High Harm,2308
2017,June,25-29,Males,Low Harm,10718
2017,June,25-29,Males,Medium Harm,3316
2017,June,25-29,People,High Harm,4447
2017,June,25-29,People,Low Harm,18798
2017,June,25-29,People,Medium Harm,6363
2017,June,30-34,Females,High Harm,1829
2017,June,30-34,Females,Low Harm,7580
2017,June,30-34,Females,Medium Harm,2851
2017,June,30-34,Males,High Harm,2062
2017,June,30-34,Males,Low Harm,10890
2017,June,30-34,Males,Medium Harm,3049
2017,June,30-34,People,High Harm,3891
2017,June,30-34,People,Low Harm,18472
2017,June,30-34,People,Medium Harm,5900
2017,June,35-39,Females,High Harm,1604
2017,June,35-39,Females,Low Harm,6707
2017,June,35-39,Females,Medium Harm,2485
2017,June,35-39,Males,High Harm,1631
2017,June,35-39,Males,Low Harm,9166
2017,June,35-39,Males,Medium Harm,2442
2017,June,35-39,People,High Harm,3235
2017,June,35-39,People,Low Harm,15875
2017,June,35-39,People,Medium Harm,4927
2017,June,40-44,Females,High Harm,1309
2017,June,40-44,Females,Low Harm,6548
2017,June,40-44,Females,Medium Harm,2173
2017,June,40-44,Males,High Harm,1441
2017,June,40-44,Males,Low Harm,8584
2017,June,40-44,Males,Medium Harm,2249
2017,June,40-44,People,High Harm,2750
2017,June,40-44,People,Low Harm,15140
2017,June,40-44,People,Medium Harm,4423
2017,June,45-49,Females,High Harm,1251
2017,June,45-49,Females,Low Harm,6051
2017,June,45-49,Females,Medium Harm,2091
2017,June,45-49,Males,High Harm,1386
2017,June,45-49,Males,Low Harm,8316
2017,June,45-49,Males,Medium Harm,2133
2017,June,45-49,People,High Harm,2641
2017,June,45-49,People,Low Harm,14390
2017,June,45-49,People,Medium Harm,4226
2017,June,50-54,Females,High Harm,774
2017,June,50-54,Females,Low Harm,4908
2017,June,50-54,Females,Medium Harm,1409
2017,June,50-54,Males,High Harm,1053
2017,June,50-54,Males,Low Harm,7109
2017,June,50-54,Males,Medium Harm,1745
2017,June,50-54,People,High Harm,1828
2017,June,50-54,People,Low Harm,12081
2017,June,50-54,People,Medium Harm,3168
2017,June,55-59,Females,High Harm,504
2017,June,55-59,Females,Low Harm,3954
2017,June,55-59,Females,Medium Harm,976
2017,June,55-59,Males,High Harm,665
2017,June,55-59,Males,Low Harm,6005
2017,June,55-59,Males,Medium Harm,1505
2017,June,55-59,People,High Harm,1175
2017,June,55-59,People,Low Harm,10016
2017,June,55-59,People,Medium Harm,2494
2017,June,60-64,Females,High Harm,266
2017,June,60-64,Females,Low Harm,2821
2017,June,60-64,Females,Medium Harm,593
2017,June,60-64,Males,High Harm,430
2017,June,60-64,Males,Low Harm,4653
2017,June,60-64,Males,Medium Harm,1028
2017,June,60-64,People,High Harm,699
2017,June,60-64,People,Low Harm,7507
2017,June,60-64,People,Medium Harm,1628
2017,June,65-69,Females,High Harm,202
2017,June,65-69,Females,Low Harm,2071
2017,June,65-69,Females,Medium Harm,408
2017,June,65-69,Males,High Harm,265
2017,June,65-69,Males,Low Harm,3426
2017,June,65-69,Males,Medium Harm,726
2017,June,65-69,People,High Harm,468
2017,June,65-69,People,Low Harm,5536
2017,June,65-69,People,Medium Harm,1139
2017,June,70-74,Females,High Harm,112
2017,June,70-74,Females,Low Harm,1257
2017,June,70-74,Females,Medium Harm,285
2017,June,70-74,Males,High Harm,157
2017,June,70-74,Males,Low Harm,2183
2017,June,70-74,Males,Medium Harm,416
2017,June,70-74,People,High Harm,271
2017,June,70-74,People,Low Harm,3467
2017,June,70-74,People,Medium Harm,705
2017,June,75+,Females,High Harm,258
2017,June,75+,Females,Low Harm,1826
2017,June,75+,Females,Medium Harm,328
2017,June,75+,Males,High Harm,185
2017,June,75+,Males,Low Harm,2254
2017,June,75+,Males,Medium Harm,435
2017,June,75+,People,High Harm,448
2017,June,75+,People,Low Harm,4109
2017,June,75+,People,Medium Harm,772
2017,June,Total,Females,High Harm,17018
2017,June,Total,Females,Low Harm,62475
2017,June,Total,Females,Medium Harm,23254
2017,June,Total,Males,High Harm,16706
2017,June,Total,Males,Low Harm,86471
2017,June,Total,Males,Medium Harm,25568
2017,June,Total,People,High Harm,33914
2017,June,Total,People,Low Harm,152449
2017,June,Total,People,Medium Harm,49518
2016,June,0-4,Females,High Harm,268
2016,June,0-4,Females,Low Harm,34
2016,June,0-4,Females,Medium Harm,144
2016,June,0-4,Males,High Harm,220
2016,June,0-4,Males,Low Harm,49
2016,June,0-4,Males,Medium Harm,198
2016,June,0-4,People,High Harm,488
2016,June,0-4,People,Low Harm,83
2016,June,0-4,People,Medium Harm,343
2016,June,5-9,Females,High Harm,459
2016,June,5-9,Females,Low Harm,25
2016,June,5-9,Females,Medium Harm,363
2016,June,5-9,Males,High Harm,390
2016,June,5-9,Males,Low Harm,44
2016,June,5-9,Males,Medium Harm,509
2016,June,5-9,People,High Harm,849
2016,June,5-9,People,Low Harm,69
2016,June,5-9,People,Medium Harm,872
2016,June,10-14,Females,High Harm,1269
2016,June,10-14,Females,Low Harm,200
2016,June,10-14,Females,Medium Harm,845
2016,June,10-14,Males,High Harm,703
2016,June,10-14,Males,Low Harm,421
2016,June,10-14,Males,Medium Harm,800
2016,June,10-14,People,High Harm,1972
2016,June,10-14,People,Low Harm,621
2016,June,10-14,People,Medium Harm,1645
2016,June,15-17,Females,High Harm,1398
2016,June,15-17,Females,Low Harm,596
2016,June,15-17,Females,Medium Harm,893
2016,June,15-17,Males,High Harm,855
2016,June,15-17,Males,Low Harm,817
2016,June,15-17,Males,Medium Harm,731
2016,June,15-17,People,High Harm,2253
2016,June,15-17,People,Low Harm,1414
2016,June,15-17,People,Medium Harm,1624
2016,June,18-19,Females,High Harm,787
2016,June,18-19,Females,Low Harm,1672
2016,June,18-19,Females,Medium Harm,737
2016,June,18-19,Males,High Harm,662
2016,June,18-19,Males,Low Harm,1813
2016,June,18-19,Males,Medium Harm,764
2016,June,18-19,People,High Harm,1449
2016,June,18-19,People,Low Harm,3486
2016,June,18-19,People,Medium Harm,1501
2016,June,20-24,Females,High Harm,2134
2016,June,20-24,Females,Low Harm,6910
2016,June,20-24,Females,Medium Harm,2840
2016,June,20-24,Males,High Harm,1976
2016,June,20-24,Males,Low Harm,8063
2016,June,20-24,Males,Medium Harm,2753
2016,June,20-24,People,High Harm,4110
2016,June,20-24,People,Low Harm,14974
2016,June,20-24,People,Medium Harm,5594
2016,June,25-29,Females,High Harm,2208
2016,June,25-29,Females,Low Harm,8003
2016,June,25-29,Females,Medium Harm,3094
2016,June,25-29,Males,High Harm,2062
2016,June,25-29,Males,Low Harm,11032
2016,June,25-29,Males,Medium Harm,3137
2016,June,25-29,People,High Harm,4270
2016,June,25-29,People,Low Harm,19036
2016,June,25-29,People,Medium Harm,6231
2016,June,30-34,Females,High Harm,1609
2016,June,30-34,Females,Low Harm,7430
2016,June,30-34,Females,Medium Harm,2789
2016,June,30-34,Males,High Harm,1818
2016,June,30-34,Males,Low Harm,11113
2016,June,30-34,Males,Medium Harm,2925
2016,June,30-34,People,High Harm,3427
2016,June,30-34,People,Low Harm,18543
2016,June,30-34,People,Medium Harm,5714
2016,June,35-39,Females,High Harm,1400
2016,June,35-39,Females,Low Harm,6424
2016,June,35-39,Females,Medium Harm,2363
2016,June,35-39,Males,High Harm,1526
2016,June,35-39,Males,Low Harm,9249
2016,June,35-39,Males,Medium Harm,2288
2016,June,35-39,People,High Harm,2926
2016,June,35-39,People,Low Harm,15677
2016,June,35-39,People,Medium Harm,4651
2016,June,40-44,Females,High Harm,1364
2016,June,40-44,Females,Low Harm,6618
2016,June,40-44,Females,Medium Harm,2268
2016,June,40-44,Males,High Harm,1415
2016,June,40-44,Males,Low Harm,8877
2016,June,40-44,Males,Medium Harm,2250
2016,June,40-44,People,High Harm,2779
2016,June,40-44,People,Low Harm,15499
2016,June,40-44,People,Medium Harm,4519
2016,June,45-49,Females,High Harm,1060
2016,June,45-49,Females,Low Harm,5937
2016,June,45-49,Females,Medium Harm,1832
2016,June,45-49,Males,High Harm,1287
2016,June,45-49,Males,Low Harm,8216
2016,June,45-49,Males,Medium Harm,2136
2016,June,45-49,People,High Harm,2348
2016,June,45-49,People,Low Harm,14174
2016,June,45-49,People,Medium Harm,3971
2016,June,50-54,Females,High Harm,733
2016,June,50-54,Females,Low Harm,4851
2016,June,50-54,Females,Medium Harm,1409
2016,June,50-54,Males,High Harm,1010
2016,June,50-54,Males,Low Harm,7129
2016,June,50-54,Males,Medium Harm,1780
2016,June,50-54,People,High Harm,1744
2016,June,50-54,People,Low Harm,12013
2016,June,50-54,People,Medium Harm,3196
2016,June,55-59,Females,High Harm,452
2016,June,55-59,Females,Low Harm,3915
2016,June,55-59,Females,Medium Harm,1007
2016,June,55-59,Males,High Harm,639
2016,June,55-59,Males,Low Harm,5971
2016,June,55-59,Males,Medium Harm,1444
2016,June,55-59,People,High Harm,1094
2016,June,55-59,People,Low Harm,9921
2016,June,55-59,People,Medium Harm,2460
2016,June,60-64,Females,High Harm,278
2016,June,60-64,Females,Low Harm,2722
2016,June,60-64,Females,Medium Harm,662
2016,June,60-64,Males,High Harm,411
2016,June,60-64,Males,Low Harm,4806
2016,June,60-64,Males,Medium Harm,978
2016,June,60-64,People,High Harm,691
2016,June,60-64,People,Low Harm,7553
2016,June,60-64,People,Medium Harm,1641
2016,June,65-69,Females,High Harm,183
2016,June,65-69,Females,Low Harm,2161
2016,June,65-69,Females,Medium Harm,418
2016,June,65-69,Males,High Harm,267
2016,June,65-69,Males,Low Harm,3487
2016,June,65-69,Males,Medium Harm,688
2016,June,65-69,People,High Harm,452
2016,June,65-69,People,Low Harm,5663
2016,June,65-69,People,Medium Harm,1110
2016,June,70-74,Females,High Harm,112
2016,June,70-74,Females,Low Harm,1239
2016,June,70-74,Females,Medium Harm,223
2016,June,70-74,Males,High Harm,143
2016,June,70-74,Males,Low Harm,2001
2016,June,70-74,Males,Medium Harm,432
2016,June,70-74,People,High Harm,255
2016,June,70-74,People,Low Harm,3250
2016,June,70-74,People,Medium Harm,656
2016,June,75+,Females,High Harm,213
2016,June,75+,Females,Low Harm,1803
2016,June,75+,Females,Medium Harm,305
2016,June,75+,Males,High Harm,160
2016,June,75+,Males,Low Harm,2214
2016,June,75+,Males,Medium Harm,430
2016,June,75+,People,High Harm,374
2016,June,75+,People,Low Harm,4038
2016,June,75+,People,Medium Harm,740
2016,June,Total,Females,High Harm,16140
2016,June,Total,Females,Low Harm,62023
2016,June,Total,Females,Medium Harm,22612
2016,June,Total,Males,High Harm,15788
2016,June,Total,Males,Low Harm,87059
2016,June,Total,Males,Medium Harm,24670
2016,June,Total,People,High Harm,32400
2016,June,Total,People,Low Harm,153538
2016,June,Total,People,Medium Harm,48378
2015,June,0-4,Females,High Harm,199
2015,June,0-4,Females,Low Harm,38
2015,June,0-4,Females,Medium Harm,97
2015,June,0-4,Males,High Harm,167
2015,June,0-4,Males,Low Harm,49
2015,June,0-4,Males,Medium Harm,129
2015,June,0-4,People,High Harm,366
2015,June,0-4,People,Low Harm,87
2015,June,0-4,People,Medium Harm,226
2015,June,5-9,Females,High Harm,379
2015,June,5-9,Females,Low Harm,10
2015,June,5-9,Females,Medium Harm,215
2015,June,5-9,Males,High Harm,356
2015,June,5-9,Males,Low Harm,52
2015,June,5-9,Males,Medium Harm,268
2015,June,5-9,People,High Harm,735
2015,June,5-9,People,Low Harm,62
2015,June,5-9,People,Medium Harm,483
2015,June,10-14,Females,High Harm,1101
2015,June,10-14,Females,Low Harm,161
2015,June,10-14,Females,Medium Harm,586
2015,June,10-14,Males,High Harm,641
2015,June,10-14,Males,Low Harm,398
2015,June,10-14,Males,Medium Harm,582
2015,June,10-14,People,High Harm,1743
2015,June,10-14,People,Low Harm,559
2015,June,10-14,People,Medium Harm,1168
2015,June,15-17,Females,High Harm,1229
2015,June,15-17,Females,Low Harm,594
2015,June,15-17,Females,Medium Harm,742
2015,June,15-17,Males,High Harm,881
2015,June,15-17,Males,Low Harm,753
2015,June,15-17,Males,Medium Harm,606
2015,June,15-17,People,High Harm,2110
2015,June,15-17,People,Low Harm,1347
2015,June,15-17,People,Medium Harm,1348
2015,June,18-19,Females,High Harm,702
2015,June,18-19,Females,Low Harm,1571
2015,June,18-19,Females,Medium Harm,787
2015,June,18-19,Males,High Harm,594
2015,June,18-19,Males,Low Harm,1740
2015,June,18-19,Males,Medium Harm,654
2015,June,18-19,People,High Harm,1296
2015,June,18-19,People,Low Harm,3311
2015,June,18-19,People,Medium Harm,1441
2015,June,20-24,Females,High Harm,1934
2015,June,20-24,Females,Low Harm,6522
2015,June,20-24,Females,Medium Harm,2594
2015,June,20-24,Males,High Harm,1878
2015,June,20-24,Males,Low Harm,7449
2015,June,20-24,Males,Medium Harm,2394
2015,June,20-24,People,High Harm,3813
2015,June,20-24,People,Low Harm,13971
2015,June,20-24,People,Medium Harm,4990
2015,June,25-29,Females,High Harm,1860
2015,June,25-29,Females,Low Harm,7187
2015,June,25-29,Females,Medium Harm,2594
2015,June,25-29,Males,High Harm,2144
2015,June,25-29,Males,Low Harm,9816
2015,June,25-29,Males,Medium Harm,2741
2015,June,25-29,People,High Harm,4004
2015,June,25-29,People,Low Harm,17007
2015,June,25-29,People,Medium Harm,5335
